gene,pi1,pi2,dxy
COQ3_1,1.7222222222222225,0.19999999999999998,1.0555555555555556
COQ5_1,1.4444444444444444,0.39999999999999997,1
COQ5_2,3.2777777777777777,0.6666666666666667,2.2444444444444445
COQ5_3,13.055555555555555,3.511111111111111,10.244444444444445
COQ5_3~~~COQ5_7,7.277777777777778,7.066666666666666,6.755555555555555
COQ5_4,3,2.1333333333333333,2.6666666666666665
COQ5_5,0,0.2,0.10000000000000012
COQ5_8,3.4722222222222223,3.3111111111111113,3.7777777777777772
OSGEPL1,0.6666666666666667,0,0.3333333333333333
PAD1~~~ubiX,5.777777777777778,6.088888888888889,5.355555555555556
PGdx,1,0,0.5555555555555556
aacA4_2~~~aacA4,2.388888888888889,0,1.5555555555555556
aaeA,10.61111111111111,10.866666666666667,12.211111111111112
aarA,2.555555555555555,0.20000000000000004,1.5444444444444447
aatA,0.5,0,0.2666666666666667
abfA,1.7777777777777777,18.933333333333334,13.755555555555553
abgB,3.055555555555555,0.9333333333333332,2.3777777777777778
abo_1~~~abo_5~~~abo_6,1.1111111111111112,1.488888888888889,1.322222222222222
abo_2,0.9444444444444443,0.19999999999999998,0.5666666666666668
abo_4,13.166666666666668,6.022222222222222,12.122222222222224
abo_5,10.277777777777779,5.333333333333334,9.933333333333334
abo_5~~~thiO,5,4.333333333333334,4.655555555555556
accD,1.1666666666666667,0,0.6666666666666667
acdA_1,1.8333333333333335,0,0.9777777777777776
acdA_2,2.611111111111111,2.1333333333333337,2.333333333333334
acdA_3,4.861111111111111,5.355555555555556,4.78888888888889
ackA,3.7222222222222223,3.088888888888889,3.477777777777778
acnA,0,0.5333333333333333,0.3333333333333334
acoA,1.1666666666666667,0,0.6666666666666667
acoR,12.88888888888889,12.422222222222222,12.322222222222223
acpP_3,0.5,0,0.33333333333333337
acpS,1.5555555555555554,0,0.8888888888888888
acr1,3.888888888888889,0.19999999999999998,2.7
acrB,0.4444444444444444,0.6,0.5
acsA_1,5.555555555555555,0,3.5555555555555554
acsA_2,4.0555555555555545,0.19999999999999998,2.477777777777778
acsA_3,4.666666666666667,0,2.666666666666667
acsE,1.2222222222222223,0,0.6444444444444446
actP,4,5.48888888888889,5.788888888888889
acyP,3.555555555555555,0,2.111111111111111
ada,4.388888888888889,0.19999999999999998,2.988888888888889
addA,14.66666666666667,0.20000000000000004,8.366666666666667
ade,31.11111111111111,29.133333333333333,28.766666666666666
adeC_1,1,0.4666666666666666,0.7222222222222221
adeC_2,14.86111111111111,10,12.266666666666667
adh1,3.666666666666667,2.2666666666666666,2.844444444444444
adhC2,1.4444444444444444,0.19999999999999998,0.9666666666666666
adhT_1,1.7777777777777775,0,1
adh_2,0.5,0,0.2666666666666667
adh_2~~~adh_1,0.7777777777777777,0,0.4444444444444444
adiC,5.666666666666666,3.2,4.6
adk,1.5,0,1
afr_1,1.1111111111111114,3.3555555555555556,2.8555555555555556
agpA,10.333333333333334,5.533333333333333,9.588888888888889
agpA_1,3.166666666666667,3.533333333333333,3.8555555555555556
ahcY,2.7222222222222228,0.39999999999999997,1.755555555555555
aidB,2.2777777777777777,0.2,1.5444444444444447
alaC,1.3888888888888886,0.5333333333333333,1.1333333333333333
alaS_2,1.1666666666666667,0,0.6666666666666667
alaS_2~~~alaS_1,9.27777777777778,0.4666666666666666,5.433333333333334
alc,8.38888888888889,8.333333333333334,8.1
aldHT,5.666666666666666,2.1333333333333333,4
ald_1,0.5,0,0.2666666666666667
ald_2,3.1111111111111107,0,1.7777777777777777
algE2,0.2222222222222222,0.39999999999999997,0.31111111111111084
alkB,0.7777777777777777,0,0.4444444444444444
alkJ_3,0.2222222222222222,0,0.1111111111111111
alkJ_4~~~alkJ_2,0.38888888888888884,0,0.2222222222222222
allA_1,0.8888888888888888,1,0.9888888888888898
allA_2,3.2222222222222223,3.2,3.3111111111111113
alsT_3,10.61111111111111,3.1555555555555554,7.7333333333333325
amiC_1,6.944444444444445,5.866666666666666,6.4222222222222225
amiC_2,2.555555555555555,0,1.4444444444444444
amiD_1,0.2222222222222222,0,0.1111111111111111
amiD_1~~~amiD_2,7.444444444444445,5.577777777777778,6.833333333333334
amn,0.2222222222222222,0,0.1111111111111111
ampC,3.333333333333334,24.11111111111111,18.055555555555557
ampR,7.777777777777778,5.866666666666666,7.4
andAa_1~~~andAa_3,52.388888888888886,35.422222222222224,43.81111111111111
andAa_2~~~andAa_1,0.2222222222222222,0,0.1111111111111111
anmK,0.8888888888888888,0.20000000000000004,0.5888888888888889
ant1,14.722222222222221,8.088888888888889,13.244444444444445
apbC,5.166666666666667,0,3
apnO,2.888888888888889,2.6,2.522222222222222
apsD_1,0.8888888888888887,10.688888888888888,7.811111111111112
aqpZ,6.222222222222221,0,3.5555555555555554
aqpZ2_1,0.5,0,0.33333333333333337
aqpZ2_1~~~aqpZ2_2,4.055555555555555,3.1333333333333333,3.7222222222222223
araA_1,3.2222222222222223,2.3555555555555556,2.911111111111111
araA_2~~~araA_1,2.888888888888889,0,1.8888888888888886
araB_1,8.277777777777779,4.4,6.622222222222222
araB_3,2.555555555555555,0,1.4444444444444444
araC_1,7.388888888888889,6.4,7.133333333333334
araC_2,2.7222222222222228,0,1.5555555555555556
araC_3,7.222222222222222,6.444444444444445,6.844444444444444
araD,8.277777777777779,4.666666666666666,6.644444444444444
araF,0.8888888888888887,2.4,2
araH_1,1.5,1.2,1.3333333333333335
araH_2~~~rbsC_13,2.2222222222222223,2.1333333333333333,2.2444444444444445
araQ_1,0.6111111111111112,7.4,5.344444444444445
araQ_2,11.666666666666666,11.622222222222222,10.766666666666667
araQ_3,0.5555555555555556,1.6666666666666665,1.4777777777777779
arcA_1~~~arcA_3,1.5555555555555558,0.8000000000000002,1.1111111111111114
arcA_2~~~arcA_3,21.555555555555557,0.9333333333333333,14.566666666666668
arcB_2~~~arcB,6.944444444444445,0.8888888888888888,4.6
arcC2,49.166666666666664,0.6000000000000001,34.43333333333333
arfB,0.38888888888888884,0,0.2222222222222222
arg,16.166666666666664,13.866666666666667,14.2
argB,1,0,0.6666666666666667
argC,7.222222222222222,0,4.777777777777778
argD_1,1,0.19999999999999998,0.6555555555555556
argD_2~~~dgdA,0.7222222222222222,0.19999999999999998,0.5888888888888888
argF,2.5,0,1.6666666666666665
argH_1,3.7777777777777777,14.22222222222222,9.088888888888878
argP_1,0.6666666666666667,1.6666666666666667,1.3
argS,2,0.19999999999999998,1.211111111111111
argT,3.5,0,2.2666666666666666
arnB,10.61111111111111,0.8888888888888888,7.322222222222221
arnC_2,18.666666666666668,0.3555555555555555,10.866666666666667
aroA,1,0.19999999999999998,0.7444444444444445
aroB,0.4444444444444444,0.3999999999999998,0.4333333333333332
aroC,3.944444444444445,0.5333333333333333,2.577777777777778
aroE_1,6.055555555555555,2.1333333333333333,4.8
aroE_2,0.7777777777777777,0,0.4444444444444444
aroE_2~~~aroE_3,3.1111111111111107,0,1.7777777777777777
aroH,1.1666666666666667,0,0.6666666666666667
aroQ,0.9444444444444443,0,0.5555555555555556
arsC_2,3,0,2
arsH,1.5555555555555554,0,0.8888888888888888
artI_1,1,1.422222222222222,1.4444444444444444
artI_2,0.5555555555555556,4.022222222222222,3.0111111111111106
artJ_2,0.38888888888888884,0.4,0.43333333333333324
artM_3~~~occP_1,5.5555555555555545,0.7999999999999999,3.1333333333333337
artQ,7.361111111111111,1.0888888888888888,4.633333333333334
aruC,3.6111111111111116,0,2.333333333333333
aruI,19.22222222222222,0.4000000000000001,12.977777777777778
asd2_1,0.7777777777777777,0,0.4444444444444444
asnB_2,7.944444444444445,33.355555555555554,28.87777777777778
asnC,2.8333333333333335,0.5333333333333333,1.8666666666666665
