gene,Hs,Ht,Gst,Gprime_st,D,location
COQ3_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,316
COQ3_2,0.4573643410852713,0.5203488372093023,0.12104283054003716,0.397959183673469,0.2321428571428569,658
COQ5_1,0.20930232558139533,0.22965116279069767,0.0886075949367089,0.20588235294117654,0.051470588235294136,186
COQ5_1,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,259
COQ5_1,0.20930232558139533,0.22965116279069767,0.0886075949367089,0.20588235294117654,0.051470588235294136,568
COQ5_1,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567045,821
COQ5_4,0.24806201550387597,0.2906976744186048,0.14666666666666706,0.3402061855670111,0.11340206185567045,300
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,9
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,21
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,27
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,33
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,105
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,114
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,137
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,141
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,144
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,157
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,213
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,219
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,279
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,285
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,291
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,341
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,372
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,403
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,408
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,433
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,474
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,481
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,522
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,525
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,597
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,642
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,662
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,669
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,677
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,684
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,690
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,712
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,714
COQ5_5~~~COQ5_2,0.15503875968992242,0.16085271317829447,0.036144578313252754,0.08256880733944898,0.013761467889908148,745
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,21
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,33
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,80
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,84
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,87
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,315
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,383
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,405
IMPDH_1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,456
IMPDH_2~~~hrp1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,210
IMPDH_2~~~hrp1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,231
IMPDH_2~~~hrp1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,288
IMPDH_2~~~hrp1,0.36434108527131776,0.3488372093023254,-0.0444444444444447,-0.14634146341463505,-0.04878048780487831,291
