Hs,Ht,Gst,Gprime_st,D,loc_id,gene,tops
0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,loc05953,pgrR_12,1
0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,loc05953,pgrR_13,1
0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,loc05953,pgrR_11,1
0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,loc05953,pgrR_5,1
0.16891495601173012,0.4844574780058651,0.6513317191283294,0.9491884262526464,0.7593507410021172,loc06009,nepI_3,1
0.27318344737699574,0.5032583903551646,0.4571706053739075,0.8633225467261154,0.6331032009324847,loc06063,hdfR_5,1
0.27318344737699574,0.5032583903551646,0.4571706053739075,0.8633225467261154,0.6331032009324847,loc06063,gcvA_14,1
0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,loc05736,arcB_1,1
0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,loc05736,ala,1
0.2346041055718475,0.4506353861192571,0.4793926247288504,0.8467432950191571,0.5644955300127714,loc05736,arcB_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc05747,tdcB_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc05747,tdcB_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc05747,trpB_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc05748,trxB_3,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc05748,trxB_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06817,iolX,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06843,rhaS_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06843,rhaS_9,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06852,pcaJ_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06852,pcaJ_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06852,pcaJ,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06863,golD_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06863,golD_4,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06867,rutD,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06867,mhpC,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06872,yurK_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06872,yurK_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06875,ilvI_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06879,oxyR_4,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06885,frlB_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06885,frlB_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06889,tmoT_3,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06889,todT_1,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc06907,higA2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07030,aroQ_3,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07032,aroQ_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07049,xerC_8,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07054,pcaG_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07065,kup_6,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07067,pcaI,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07069,hcaB_7,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07072,pcaR_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07074,pcaH_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07077,ligK_3,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07079,fabG_14,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07084,artM_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07086,catD_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07092,frlC,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07099,hcaB_8,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07100,frlD_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07108,ppsC_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07114,rclR_2,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07116,mtrA,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07120,gfo,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07125,pikAII,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07134,nemA_3,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07136,ccpA_4,1
0.2533724340175953,0.4266862170087977,0.4061855670103094,0.7737627651217599,0.464257659073056,loc07137,msrP_3,1
